orderId,orderDateTime,totalAmount,id,name,quantity,amount,merchantId,name
21351,"2022-04-23 19:30:08",50.38,2604,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21351,"2022-04-23 19:30:08",50.38,2604,"NR5 - Spicy Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21352,"2022-04-23 19:31:24",60.83,2605,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21352,"2022-04-23 19:31:24",60.83,2605,"K1 - Pork Loin Curry Don",1,15.90,166,"黑武士 Samurai"
21352,"2022-04-23 19:31:24",60.83,2605,"A2 - Pork Belly Don",1,14.90,166,"黑武士 Samurai"
21352,"2022-04-23 19:31:24",60.83,2605,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
21352,"2022-04-23 19:31:24",60.83,2605,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"Ap2 - Fried Gyoza with Cheese",1,9.90,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"D3 -  Pure Plum",1,3.00,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21354,"2022-04-23 19:33:37",103.95,2606,"R6 - Hotate Scallop Ramen",1,22.90,166,"黑武士 Samurai"
21355,"2022-04-23 19:42:05",16.69,2607,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21356,"2022-04-23 19:42:56",57.75,2608,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21356,"2022-04-23 19:42:56",57.75,2608,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21356,"2022-04-23 19:42:56",57.75,2608,"A4 - Chicken Teriyaki Don",1,15.90,166,"黑武士 Samurai"
21356,"2022-04-23 19:42:56",57.75,2608,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
21358,"2022-04-24 12:26:44",60.47,2615,"A1 - Tamago Mentai",1,9.90,166,"黑武士 Samurai"
21358,"2022-04-24 12:26:44",60.47,2615,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21358,"2022-04-24 12:26:44",60.47,2615,"R6 - Hotate Scallop Ramen",1,22.90,166,"黑武士 Samurai"
21359,"2022-04-24 12:44:29",49.37,2616,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21359,"2022-04-24 12:44:29",49.37,2616,"A2 - Pork Belly Don",1,14.90,166,"黑武士 Samurai"
21359,"2022-04-24 12:44:29",49.37,2616,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21360,"2022-04-24 13:04:27",9.20,89,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21362,"2022-04-24 13:12:09",36.28,2618,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21362,"2022-04-24 13:12:09",36.28,2618,"K2 - Chicken Katsu Curry Don",1,15.90,166,"黑武士 Samurai"
21364,"2022-04-24 13:14:56",52.23,2617,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21364,"2022-04-24 13:14:56",52.23,2617,"A1 - Tamago Mentai",1,9.90,166,"黑武士 Samurai"
21364,"2022-04-24 13:14:56",52.23,2617,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21364,"2022-04-24 13:14:56",52.23,2617,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21364,"2022-04-24 13:14:56",52.23,2617,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
21365,"2022-04-24 13:17:33",7.90,2262,"Latte Hot",1,7.90,151,"Cube Coffee BM (KG Baru)"
21366,"2022-04-24 13:21:39",9.20,69,Latte,1,7.90,40,"Cube Coffee (Greenlane)"
21369,"2022-04-24 14:33:01",4.00,844,"Curry Mee",1,4.50,119,"Lao Tai Curry Mee (Sg Ara Foodcourt)"
21370,"2022-04-24 15:32:41",9.70,2261,"Stick-Durian (70ml)",1,1.50,104,"Polar Ice Cream Penang Distributor"
21370,"2022-04-24 15:32:41",9.70,2261,"Cone-Polar Chocolate (100ml)",4,2.80,104,"Polar Ice Cream Penang Distributor"
21372,"2022-04-24 17:49:02",64.55,2622,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21372,"2022-04-24 17:49:02",64.55,2622,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21372,"2022-04-24 17:49:02",64.55,2622,"A4 - Chicken Teriyaki Don",1,15.90,166,"黑武士 Samurai"
21373,"2022-04-24 18:05:53",9.00,1773,"摩摩查查 Bubur Cha Cha",2,6.00,146,"Crystal Homemade Dessert"
21374,"2022-04-24 18:12:10",9.20,234,Latte,1,7.90,39,"Cube Coffee (Tanjung Tokong)"
21375,"2022-04-24 18:18:36",59.37,2624,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21375,"2022-04-24 18:18:36",59.37,2624,"Ap4 - Tori karaage",1,9.90,166,"黑武士 Samurai"
21375,"2022-04-24 18:18:36",59.37,2624,"R6 - Hotate Scallop Ramen",1,22.90,166,"黑武士 Samurai"
21376,"2022-04-24 18:31:37",49.47,2625,"K1 - Pork Loin Curry Don",1,15.90,166,"黑武士 Samurai"
21376,"2022-04-24 18:31:37",49.47,2625,"K2 - Chicken Katsu Curry Don",1,15.90,166,"黑武士 Samurai"
21376,"2022-04-24 18:31:37",49.47,2625,"Ap2 - Fried Gyoza with Cheese",1,9.90,166,"黑武士 Samurai"
21377,"2022-04-24 19:00:23",78.95,2626,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21377,"2022-04-24 19:00:23",78.95,2626,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21377,"2022-04-24 19:00:23",78.95,2626,"A1 -  Tori Karaage Don",1,12.90,166,"黑武士 Samurai"
21377,"2022-04-24 19:00:23",78.95,2626,"AP7- Breaded scallop",1,13.90,166,"黑武士 Samurai"
21378,"2022-04-24 19:26:35",42.46,2627,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21378,"2022-04-24 19:26:35",42.46,2627,"NR5 - Spicy Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21378,"2022-04-24 19:26:35",42.46,2627,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21379,"2022-04-24 19:52:02",6.80,13,"Y9 饺子 YAKI GYOZA (5PCS)",1,6.90,196,"Ideal Japanese Cuisine 一鹿有你"
21379,"2022-04-24 19:52:02",6.80,13,"D1. SALMON TERIYAKI DON  照烧三文鱼饭",1,9.90,196,"Ideal Japanese Cuisine 一鹿有你"
21380,"2022-04-24 20:07:09",12.60,2531,"Y5. 多春鱼 SHISHAMO (4PCS)",1,5.80,196,"Ideal Japanese Cuisine 一鹿有你"
21380,"2022-04-24 20:07:09",12.60,2531,"A1. WAKATORI KARAAGE  唐扬式炸鸡肉块 (3PCS)",1,3.90,196,"Ideal Japanese Cuisine 一鹿有你"
21380,"2022-04-24 20:07:09",12.60,2531,"A2. TORI KATSU  炸鸡排",1,5.90,196,"Ideal Japanese Cuisine 一鹿有你"
21381,"2022-04-25 10:45:13",15.33,1968,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21381,"2022-04-25 10:45:13",15.33,1968,"Apple Juice",1,6.90,40,"Cube Coffee (Greenlane)"
21382,"2022-04-25 11:02:43",32.10,2480,"CR21. 蒸鸡二度鸡粒饭 Steamed Chicken Rice Ball (Thigh)",1,10.90,193,"好好味 Ho Meal"
21382,"2022-04-25 11:02:43",32.10,2480,"PR21. 甜辣鸡二度青椰浆 Masak Merah Chicken Pandan Rice (Thigh)",1,12.90,193,"好好味 Ho Meal"
21383,"2022-04-25 11:02:57",10.00,2,人参须鸡汤,1,10.00,80,"Liang Mei Zai Soup (Sg Ara Foodcourt)"
21384,"2022-04-25 11:03:35",6.11,73,Americano,1,6.90,40,"Cube Coffee (Greenlane)"
21386,"2022-04-25 11:58:50",25.53,227,"Cube Coffee",1,9.90,39,"Cube Coffee (Tanjung Tokong)"
21386,"2022-04-25 11:58:50",25.53,227,Mocha,2,7.90,39,"Cube Coffee (Tanjung Tokong)"
21387,"2022-04-25 12:43:33",6.90,1943,Latte,1,7.90,38,"Cube Coffee (One Precinct)"
21388,"2022-04-25 13:36:09",8.17,47,Latte,1,7.90,40,"Cube Coffee (Greenlane)"
21389,"2022-04-25 13:59:54",45.60,2516,"CR12. 炸全鸡腿鸡粒饭 Fried Chicken Rice Ball (Whole Leg)",1,15.90,193,"好好味 Ho Meal"
21389,"2022-04-25 13:59:54",45.60,2516,"CR21. 蒸鸡二度鸡粒饭 Steamed Chicken Rice Ball (Thigh)",1,10.90,193,"好好味 Ho Meal"
21389,"2022-04-25 13:59:54",45.60,2516,"PR21. 甜辣鸡二度青椰浆 Masak Merah Chicken Pandan Rice (Thigh)",1,12.90,193,"好好味 Ho Meal"
21390,"2022-04-25 14:11:17",6.50,2499,"Spaghetti Aglio Olio 蒜香意面",1,8.50,182,"Bento (TARUC Yum Yum Cafeteria)"
21392,"2022-04-25 14:51:24",9.90,13,猪扒面,1,12.90,162,"Gold Tea"
21395,"2022-04-25 18:45:00",79.60,2632,"CA2. (TWIN SET) 全鸡腿鸡粒饭 Chicken Rice Ball (Whole Leg)",1,39.90,193,"好好味 Ho Meal"
21395,"2022-04-25 18:45:00",79.60,2632,"PR22. 甜辣全鸡腿青椰浆饭 Masak Merah Chicken Pandan Rice (Whole Leg)",2,15.90,193,"好好味 Ho Meal"
21396,"2022-04-25 17:54:10",9.20,3,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21398,"2022-04-25 19:32:48",43.90,2633,"Sambal kangkong",1,10.50,132,"Nuch Thai Food (Sg Ara Food Court)"
21398,"2022-04-25 19:32:48",43.90,2633,"Kailan with salted fish",1,10.50,132,"Nuch Thai Food (Sg Ara Food Court)"
21398,"2022-04-25 19:32:48",43.90,2633,"Pad ka pao roasted pork",1,10.50,132,"Nuch Thai Food (Sg Ara Food Court)"
21398,"2022-04-25 19:32:48",43.90,2633,"Squid fried rice",1,8.50,132,"Nuch Thai Food (Sg Ara Food Court)"
21399,"2022-04-26 11:30:00",14.50,2337,"Yami Fried Chicken Wrap",3,5.50,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
21400,"2022-04-26 09:58:56",9.20,3,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21402,"2022-04-26 10:01:57",6.00,2637,"Nasi Goreng Ayam",1,5.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
21402,"2022-04-26 10:01:57",6.00,2637,"TEH TARIK",1,1.50,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
21403,"2022-04-26 10:24:54",27.59,93,"Cube Coffee",3,9.90,40,"Cube Coffee (Greenlane)"
21404,"2022-04-26 11:34:25",28.38,2639,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21405,"2022-04-26 11:34:53",18.89,91,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21406,"2022-04-26 11:35:23",17.79,2641,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21407,"2022-04-26 11:35:40",30.88,2640,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21407,"2022-04-26 11:35:40",30.88,2640,"A1 - Tamago Mentai",1,9.90,166,"黑武士 Samurai"
21409,"2022-04-26 12:22:04",14.39,2642,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21410,"2022-04-26 15:30:00",9.00,2287,"Yami Fried Chicken Wrap",2,5.50,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
21411,"2022-04-26 12:27:00",51.37,2643,"K1 - Pork Loin Curry Don",1,15.90,166,"黑武士 Samurai"
21411,"2022-04-26 12:27:00",51.37,2643,"A2 - Pork Belly Don",1,14.90,166,"黑武士 Samurai"
21411,"2022-04-26 12:27:00",51.37,2643,"Ap3- Pan fried gyoza",1,9.90,166,"黑武士 Samurai"
21412,"2022-04-26 12:28:33",8.17,47,Latte,1,7.90,40,"Cube Coffee (Greenlane)"
21413,"2022-04-26 12:57:00",6.00,890,"Set 1 - Black Pepper Sause Chicken 黑胡椒鸡扒饭",1,7.00,109,"NO.48  Set Meal Shop (Bayan Baru Food Court)"
21414,"2022-04-26 12:57:24",5.80,2,"(01B) Stir Fry Kimchi Noodles",1,6.80,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
21415,"2022-04-26 12:58:17",2.30,2,"Kopi Cam Ais",1,2.30,31,"Masakan Malaysia (TARUC Red Bricks Cafeteria)"
21416,"2022-04-26 13:17:47",43.97,2644,"R6 - Hotate Scallop Ramen",1,22.90,166,"黑武士 Samurai"
21416,"2022-04-26 13:17:47",43.97,2644,"A1 -  Tori Karaage Don",1,12.90,166,"黑武士 Samurai"
21418,"2022-04-26 13:20:52",9.30,1958,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21419,"2022-04-26 13:31:14",7.00,1353,"Hazelnut Coffee",1,8.90,38,"Cube Coffee (One Precinct)"
21420,"2022-04-26 13:38:10",8.90,1223,"6 奶油鸡饭",1,7.00,134,"37ahboy kitchen (37 Food Court)"
21423,"2022-04-26 19:31:27",11.00,2340,"摩摩查查 Bubur Cha Cha",1,6.00,146,"Crystal Homemade Dessert"
21423,"2022-04-26 19:31:27",11.00,2340,"腐竹白果薏米Barley Gingko with Beancurd Skin",1,4.00,146,"Crystal Homemade Dessert"
21423,"2022-04-26 19:31:27",11.00,2340,"Rich Red Bean 红豆沙",1,4.00,146,"Crystal Homemade Dessert"
21424,"2022-04-27 11:23:51",42.88,2648,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21424,"2022-04-27 11:23:51",42.88,2648,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21425,"2022-04-27 11:44:22",53.50,2125,"Cube Coffee",3,10.90,156,"Cube Coffee (Kepong)"
21425,"2022-04-27 11:44:22",53.50,2125,Cocoa,1,8.90,156,"Cube Coffee (Kepong)"
21426,"2022-04-27 12:08:44",47.83,2649,"A3 - Salmon Don",2,15.90,166,"黑武士 Samurai"
21426,"2022-04-27 12:08:44",47.83,2649,"Ap2 - Fried Gyoza with Cheese",1,9.90,166,"黑武士 Samurai"
21426,"2022-04-27 12:08:44",47.83,2649,"D1 - Honey lemon tea",2,1.80,166,"黑武士 Samurai"
21427,"2022-04-27 12:13:20",58.05,2650,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21427,"2022-04-27 12:13:20",58.05,2650,"A2 - Pork Belly Don",1,14.90,166,"黑武士 Samurai"
21427,"2022-04-27 12:13:20",58.05,2650,"K2 - Chicken Katsu Curry Don",1,15.90,166,"黑武士 Samurai"
21427,"2022-04-27 12:13:20",58.05,2650,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21429,"2022-04-27 12:19:34",16.47,2651,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21429,"2022-04-27 12:19:34",16.47,2651,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
21430,"2022-04-27 12:20:21",9.20,161,"Cube Coffee",1,9.90,39,"Cube Coffee (Tanjung Tokong)"
21431,"2022-04-27 12:20:42",14.49,2652,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21432,"2022-04-27 12:21:38",17.79,2653,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21433,"2022-04-27 12:25:43",17.79,2654,"A4 - Chicken Teriyaki Don",1,15.90,166,"黑武士 Samurai"
21434,"2022-04-27 12:28:26",5.00,2337,"(23) Balinese Chicken Rice",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
21436,"2022-04-27 12:36:18",5.00,2337,"(30) Butter Cream Chicken Rice",1,7.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
21438,"2022-04-27 12:55:48",26.29,2656,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21438,"2022-04-27 12:55:48",26.29,2656,"Add Ramen",1,2.00,166,"黑武士 Samurai"
21440,"2022-04-27 14:03:38",14.80,269,Mocha,1,7.90,38,"Cube Coffee (One Precinct)"
21440,"2022-04-27 14:03:38",14.80,269,Cappucino,1,7.90,38,"Cube Coffee (One Precinct)"
21441,"2022-04-27 14:05:07",16.80,269,"Cube Coffee",2,9.90,38,"Cube Coffee (One Precinct)"
21446,"2022-04-27 14:20:30",7.90,2658,"Cube Coffee Ice",1,8.90,151,"Cube Coffee BM (KG Baru)"
21447,"2022-04-27 15:38:02",15.80,1647,"Koay Teow (Big)",1,6.70,98,味鄉炭烧鸭蛋炒粿條
21448,"2022-04-27 15:44:26",17.39,54,"Cube Coffee",2,9.90,40,"Cube Coffee (Greenlane)"
21449,"2022-04-27 17:20:48",9.40,2664,"Koay Teow (Small)",2,6.20,98,味鄉炭烧鸭蛋炒粿條
21450,"2022-04-27 19:45:00",10.50,2158,"Gandum Coconut Milk 椰香干冬/麦粥",2,4.50,146,"Crystal Homemade Dessert"
21450,"2022-04-27 19:45:00",10.50,2158,"left one 黑糯米桂圆Black Glutinous with dried longan",1,4.50,146,"Crystal Homemade Dessert"
21451,"2022-04-27 18:46:52",36.96,2665,"A4 - Chicken Teriyaki Don",2,15.90,166,"黑武士 Samurai"
21451,"2022-04-27 18:46:52",36.96,2665,"D17-GREEN TEA",1,1.80,166,"黑武士 Samurai"
21452,"2022-04-27 19:22:32",55.75,2667,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21452,"2022-04-27 19:22:32",55.75,2667,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21452,"2022-04-27 19:22:32",55.75,2667,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21452,"2022-04-27 19:22:32",55.75,2667,"Ap3- Pan fried gyoza",1,9.90,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"Ap3- Pan fried gyoza",1,9.90,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"Ap5- Edamame",1,11.90,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"AP7- Breaded scallop",1,13.90,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"NR5 - Spicy Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21453,"2022-04-27 19:34:48",88.33,2668,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21454,"2022-04-27 19:40:54",8.89,2669,"Ap4 - Tori karaage",1,9.90,166,"黑武士 Samurai"
21455,"2022-04-27 19:47:25",7.59,2669,"D9-100 plus",1,6.90,166,"黑武士 Samurai"
21458,"2022-04-28 07:49:02",5.50,2512,"肉碎/肉片猪肉粉 (小)",1,7.50,189,"Ice 22 猪肉粉"
21459,"2022-04-28 12:30:00",11.00,2287,"Chicken Chop With Fried",1,9.50,182,"Bento (TARUC Yum Yum Cafeteria)"
21459,"2022-04-28 12:30:00",11.00,2287,"Mee Siam 米暹米粉",1,4.50,182,"Bento (TARUC Yum Yum Cafeteria)"
21460,"2022-04-28 10:55:47",26.10,2671,"(R05) Lemon Chicken / Fillet Rice",1,6.70,27,"Restaurant Mezika (TARUC Casuarina Cafeteria)"
21460,"2022-04-28 10:55:47",26.10,2671,"(R04) Creamer Butter Chicken / Fillet Rice",1,6.70,27,"Restaurant Mezika (TARUC Casuarina Cafeteria)"
21460,"2022-04-28 10:55:47",26.10,2671,"(R01) Sweet & Sour Chicken / Fillet Rice",1,6.70,27,"Restaurant Mezika (TARUC Casuarina Cafeteria)"
21461,"2022-04-28 11:22:14",41.60,2125,"Cube Coffee",2,10.90,156,"Cube Coffee (Kepong)"
21461,"2022-04-28 11:22:14",41.60,2125,"Chicken Meat Loaf Cheese Croissant",1,7.90,156,"Cube Coffee (Kepong)"
21462,"2022-04-28 11:50:34",59.95,2674,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21462,"2022-04-28 11:50:34",59.95,2674,"NR2- Chicken ramen",2,18.90,166,"黑武士 Samurai"
21462,"2022-04-28 11:50:34",59.95,2674,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21463,"2022-04-28 12:00:53",29.68,2676,"A2 - Pork Belly Don",1,14.90,166,"黑武士 Samurai"
21463,"2022-04-28 12:00:53",29.68,2676,"AP7- Breaded scallop",1,13.90,166,"黑武士 Samurai"
21465,"2022-04-28 12:14:25",44.74,2677,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21465,"2022-04-28 12:14:25",44.74,2677,"D17-GREEN TEA",2,1.80,166,"黑武士 Samurai"
21465,"2022-04-28 12:14:25",44.74,2677,"NR4 - Cheese Cha Shu Ramen",1,20.90,166,"黑武士 Samurai"
21466,"2022-04-28 12:25:32",9.00,2337,"Rendang Chicken 仁当鸡饭",1,6.50,182,"Bento (TARUC Yum Yum Cafeteria)"
21466,"2022-04-28 12:25:32",9.00,2337,"Stewed Soya Sauce Chicken 卤鸡饭",1,5.50,182,"Bento (TARUC Yum Yum Cafeteria)"
21467,"2022-04-28 12:28:04",4.00,2337,"Sweet & Sour Chicken 咕佬鸡饭",1,6.00,182,"Bento (TARUC Yum Yum Cafeteria)"
21468,"2022-04-28 13:07:34",7.90,2678,"Cube Coffee",1,9.90,38,"Cube Coffee (One Precinct)"
21469,"2022-04-28 13:20:59",8.00,1353,Latte,1,7.90,38,"Cube Coffee (One Precinct)"
21470,"2022-04-28 13:53:27",9.20,1968,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21471,"2022-04-28 14:00:58",6.17,47,Latte,1,7.90,40,"Cube Coffee (Greenlane)"
21473,"2022-04-28 14:47:11",4.50,2,"Yami Fried Chicken Wrap",1,5.50,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
21474,"2022-04-28 15:18:20",3.00,2337,"Yami Honey Sausage (Cup)",1,4.00,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
21474,"2022-04-28 15:18:20",3.00,2337,"Yami Pop Corn Fried Chicken (Cup)",1,4.00,28,"Yami Shawarma (TARUC Red Bricks Cafeteria)"
21475,"2022-04-28 15:22:38",9.20,89,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21476,"2022-04-28 16:31:07",11.00,2147,"left one 黑糯米桂圆Black Glutinous with dried longan",2,4.50,146,"Crystal Homemade Dessert"
21476,"2022-04-28 16:31:07",11.00,2147,"(warm) 桃胶桂圆红枣糖水Peach Resin Longan",1,5.00,146,"Crystal Homemade Dessert"
21477,"2022-04-28 17:42:45",9.20,3,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21479,"2022-04-28 18:34:57",49.17,2679,"A1 - Tamago Mentai",1,9.90,166,"黑武士 Samurai"
21479,"2022-04-28 18:34:57",49.17,2679,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21479,"2022-04-28 18:34:57",49.17,2679,"A1 -  Tori Karaage Don",1,12.90,166,"黑武士 Samurai"
21480,"2022-04-28 18:36:51",31.66,2680,"NR2- Chicken ramen",1,18.90,166,"黑武士 Samurai"
21480,"2022-04-28 18:36:51",31.66,2680,"Ap3- Pan fried gyoza",1,9.90,166,"黑武士 Samurai"
21480,"2022-04-28 18:36:51",31.66,2680,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21481,"2022-04-28 18:43:17",35.06,2346,"NR3 - Kimchi Ramen",1,16.90,166,"黑武士 Samurai"
21481,"2022-04-28 18:43:17",35.06,2346,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21481,"2022-04-28 18:43:17",35.06,2346,"D1 - Honey lemon tea",1,1.80,166,"黑武士 Samurai"
21482,"2022-04-28 18:43:48",43.98,2681,"R6 - Hotate Scallop Ramen",1,22.90,166,"黑武士 Samurai"
21482,"2022-04-28 18:43:48",43.98,2681,"K2 - Chicken Katsu Curry Don",1,15.90,166,"黑武士 Samurai"
21483,"2022-04-28 18:52:12",10.50,649,"C07 - Chicken Maryland",1,11.50,108,"Western Delight (Bayan Baru Food Court)"
21484,"2022-04-28 18:54:00",49.17,2682,"A3 - Salmon Don",1,15.90,166,"黑武士 Samurai"
21484,"2022-04-28 18:54:00",49.17,2682,"NR1 - Cha shu ramen",1,14.90,166,"黑武士 Samurai"
21484,"2022-04-28 18:54:00",49.17,2682,"AP7- Breaded scallop",1,13.90,166,"黑武士 Samurai"
21486,"2022-04-28 19:11:03",20.98,2334,"Ap3- Pan fried gyoza",1,9.90,166,"黑武士 Samurai"
21486,"2022-04-28 19:11:03",20.98,2334,"Ap5- Edamame",1,11.90,166,"黑武士 Samurai"
21487,"2022-04-28 19:30:00",53.87,2683,"K2 - Chicken Katsu Curry Don",1,15.90,166,"黑武士 Samurai"
21487,"2022-04-28 19:30:00",53.87,2683,"AP7- Breaded scallop",1,13.90,166,"黑武士 Samurai"
21487,"2022-04-28 19:30:00",53.87,2683,"A4 - Chicken Teriyaki Don",1,15.90,166,"黑武士 Samurai"
21489,"2022-04-28 19:41:28",9.90,1760,"Koay Teow (Big)",1,6.70,98,味鄉炭烧鸭蛋炒粿條
21490,"2022-04-28 20:07:35",36.28,2684,"A3 - Salmon Don",2,15.90,166,"黑武士 Samurai"
21490,"2022-04-28 20:07:35",36.28,2684,"D2 - Honey green tea",1,3.00,166,"黑武士 Samurai"
21491,"2022-04-29 11:30:00",24.20,2685,"CR12. 炸全鸡腿鸡粒饭 Fried Chicken Rice Ball (Whole Leg)",1,15.90,193,"好好味 Ho Meal"
21493,"2022-04-28 21:25:24",31.90,2686,"005. 罗汉番石榴 Lohan Guava(per kg)",2,9.00,202,"Happy Guava King"
21493,"2022-04-28 21:25:24",31.90,2686,"001. 腌制台湾芭乐 Marinated Taiwanese Guava",1,10.00,202,"Happy Guava King"
21494,"2022-04-29 11:15:00",47.60,628,"OYS01. 蠔煎 SIGNATURE FRIED OYSTER OMELETTE",1,15.00,194,"大食代 DA SHI DAI"
21494,"2022-04-29 11:15:00",47.60,628,"ET01. 招牌親蛋挞  SIGNATURE EGG TART",2,2.50,194,"大食代 DA SHI DAI"
21494,"2022-04-29 11:15:00",47.60,628,"PB03. Butter Cheese Polo Bun  冰火菠羅包",1,6.90,194,"大食代 DA SHI DAI"
21494,"2022-04-29 11:15:00",47.60,628,"FR02. GUAI LOU FRIED RICE  鬼佬炒饭",1,9.90,194,"大食代 DA SHI DAI"
21494,"2022-04-29 11:15:00",47.60,628,"FR01. ROASTED PORK FRIED RICE 燒肉炒饭",1,9.90,194,"大食代 DA SHI DAI"
21495,"2022-04-29 11:35:02",22.70,2080,"(38) Nasi Goreng Meletup",1,6.00,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
21495,"2022-04-29 11:35:02",22.70,2080,"(03) Cheese Egg Indomie",1,5.20,21,"Indo Deli (TARUC Red Bricks Cafeteria)"
21496,"2022-04-29 11:41:31",9.20,1958,"Cube Coffee",1,9.90,40,"Cube Coffee (Greenlane)"
21497,"2022-04-29 11:51:13",7.90,2262,"Latte Hot",1,7.90,151,"Cube Coffee BM (KG Baru)"
21498,"2022-04-29 11:52:12",34.70,2125,"Cube Coffee",2,10.90,156,"Cube Coffee (Kepong)"
